MAL_ID,Name,Score,Genres,English name,,Type,Episodes,Aired,Premiered,,,Studios,Source,,Rating,Ranked,Popularity,,Favorites,Watching,Completed,,Dropped
29653,Futari Zamurai Homare no Kawakiri,5.3,"Samurai, Historical, Drama",Two Samurai,,Movie,1,1963,Unknown,,,Unknown,Original,,G - All Ages,10136,13898,,0,6,166,,34
29655,Chanda Gou,Unknown,Unknown,M.S. Chanda,,Movie,1,1964,Unknown,,,Unknown,Unknown,,G - All Ages,13575,14186,,0,7,143,,34
29657,Stone,5.25,Dementia,Unknown,,Movie,1,1975,Unknown,,,Unknown,Original,,G - All Ages,10211,12595,,0,14,187,,42
29661,Karma,5.16,Dementia,Unknown,,Movie,1,1977,Unknown,,,Unknown,Unknown,,G - All Ages,10373,13198,,0,4,232,,32
29665,Genei Toshi,Unknown,Dementia,Illusion City,,Movie,1,1967,Unknown,,,Unknown,Original,,G - All Ages,14094,13972,,0,5,162,,33
29667,Toumei Ningen,Unknown,Dementia,Transparent Man,,Movie,1,1969,Unknown,,,Unknown,Original,,G - All Ages,12604,13815,,0,8,144,,44
29669,Ten,Unknown,Dementia,Dot,,Movie,1,1971,Unknown,,,Unknown,Original,,G - All Ages,12424,14479,,0,6,123,,41
29671,Hyoutan,Unknown,Psychological,The Gourd-Bottle,,Movie,1,1976,Unknown,,,Unknown,Unknown,,R+ - Mild Nudity,14553,14228,,1,6,148,,29
29673,Shin Tenchi Souzou,5.29,Comedy,The Creation,,Movie,1,1970,Unknown,,,Unknown,Unknown,,G - All Ages,10131,13149,,0,7,214,,39
29675,Sarasoujuu no Hana no Iro,5.27,Drama,Spotlight,,Movie,1,1971,Unknown,,,Unknown,Unknown,,R+ - Mild Nudity,10169,14076,,0,8,168,,34
29677,Kage,5.36,"Drama, Historical",Shadow,,Movie,1,1967,Unknown,,,Unknown,Original,,G - All Ages,10003,12957,,0,9,214,,33
29679,Ki Renka,5.27,"Demons, Drama",Oni Love Song,,Movie,1,1971,Unknown,,,Unknown,Original,,G - All Ages,10211,13547,,0,6,188,,36
29681,Odoroki Ban,5.06,Dementia,Phenakistoscope,,Movie,1,1975,Unknown,,,Unknown,Unknown,,G - All Ages,10535,12865,,0,7,267,,33
29687,Duel Masters VSR,5.55,"Action, Adventure, Comedy, Shounen",Unknown,,TV,51,"Apr 5, 2015 to Mar 27, 2016",Spring 2015,,,Ascension,Original,,PG-13 - Teens 13 or older,9569,10425,,2,51,265,,148
29697,Tennis no Ouji-sama: Message in a Bottle,6.61,"Comedy, Sports, School, Shounen",Unknown,,Special,1,22-Dec-09,Unknown,,,Production I.G,Unknown,,PG-13 - Teens 13 or older,5325,9003,,0,65,1014,,73
29701,Ni-hiki no Sanma (1968),5.28,Comedy,Unknown,,Movie,1,1968,Unknown,,,Unknown,Original,,G - All Ages,10144,12721,,0,5,277,,31
29703,Ikoku na Retro,6.33,Hentai,Unknown,,OVA,1,24-Apr-15,Unknown,,,Unknown,Manga,,Rx - Hentai,Unknown,6899,,7,452,2416,,169
29705,Shoujo Kyouiku,6.55,Hentai,Girl's Education,,OVA,2,"May 1, 2015 to Jul 3, 2015",Unknown,,,Unknown,Visual novel,,Rx - Hentai,Unknown,5432,,23,618,4688,,307
29707,Yume no Ukiyo ni Saitemina,5.79,Music,Unknown,,Music,1,19-Jan-15,Unknown,,,Trigger,Unknown,,PG-13 - Teens 13 or older,8867,9542,,3,28,1201,,33
29708,Üks Uks,Unknown,Dementia,Unknown,,Movie,1,2003,Unknown,,,Unknown,Unknown,,G - All Ages,13379,15229,,0,5,53,,43
29709,Introspection,Unknown,Dementia,Unknown,,Movie,1,1998,Unknown,,,Unknown,Unknown,,G - All Ages,14613,15856,,0,6,46,,38
29710,Believe in It,Unknown,"Music, Dementia",Unknown,,Movie,1,1998,Unknown,,,Unknown,Unknown,,G - All Ages,13413,14586,,0,4,111,,30
29711,Countdown,Unknown,Dementia,Unknown,,Movie,1,2002,Unknown,,,Unknown,Unknown,,G - All Ages,13708,15367,,0,5,72,,36
29712,Learn to Love,Unknown,Dementia,Unknown,,Movie,1,1999,Unknown,,,Unknown,Unknown,,G - All Ages,15275,14985,,0,9,45,,41
29713,Don't You Wish You Were Here?,Unknown,Dementia,Unknown,,Movie,1,1997,Unknown,,,Unknown,Unknown,,G - All Ages,13833,14906,,2,5,47,,41
29715,Nar Doma,5.74,Comedy,Unknown,,TV,26,"May 17, 2015 to Nov 12, 2015",Spring 2015,,,Kachidoki Studio,Web manga,,PG-13 - Teens 13 or older,9053,8319,,3,90,164,,201
29716,Ginga Tetsudou 999: Shounen no Tabidachi to Wakare,Unknown,"Adventure, Space, Drama, Sci-Fi",Unknown,,Special,1,5-Apr-82,Unknown,,,Toei Animation,Unknown,,G - All Ages,14118,12065,,0,26,148,,58
29718,Kumo no Ito (1979),Unknown,Drama,Unknown,,Special,1,1979,Unknown,,,Unknown,Unknown,,G - All Ages,15205,12681,,0,10,144,,52
29719,Maze Maze Wien,Unknown,Dementia,Vienna Mix,,Movie,1,2006,Unknown,,,Unknown,Original,,G - All Ages,15479,16017,,0,7,47,,36
29722,"Eikoku Ikka, Nihon wo Taberu",6.37,"Comedy, Slice of Life",Sushi and Beyond,,TV,24,"Apr 12, 2015 to Oct 11, 2015",Spring 2015,,,Fanworks,Book,,G - All Ages,6558,10181,,4,77,266,,181
29727,Paradise,Unknown,"Adventure, Psychological, Space",Unknown,,Movie,1,2013,Unknown,,,Unknown,Unknown,,G - All Ages,11494,12905,,0,17,61,,36
29729,Peeping Life x I-O Data: Quiz!! Input Output,Unknown,Comedy,Unknown,,ONA,8,"Nov 30, 2012 to Jul 20, 2013",Unknown,,,Unknown,Original,,G - All Ages,11508,13576,,0,13,110,,56
29730,Ienai Koto The Animation,6.17,Hentai,Unknown,,OVA,2,"Mar 6, 2015 to Mar 4, 2016",Unknown,,,Unknown,Manga,,Rx - Hentai,Unknown,6894,,6,386,2483,,173
29731,Beppu x Peeping Life,5.31,"Slice of Life, Comedy",Unknown,,ONA,1,6-Nov-14,Unknown,,,Unknown,Unknown,,G - All Ages,10119,12706,,0,12,226,,55
29733,"Sayonara, Midori ga ike: Tobe! Tako Glider!!",Unknown,"Kids, Adventure",Unknown,,OVA,1,25-Mar-05,Unknown,,,Unknown,Unknown,,G - All Ages,11847,15883,,1,6,37,,39
29738,Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,Unknown,Music,Unknown,,TV,10,"Apr 29, 2014 to Jul 8, 2014",Spring 2014,,,Tatsunoko Production,Unknown,,G - All Ages,15127,14455,,0,17,67,,56
29739,Yatterman x Toshiba,5.19,Comedy,Unknown,,Special,1,2008,Unknown,,,Unknown,Unknown,,G - All Ages,10350,12971,,0,11,174,,49
29740,Notteke Explet's,Unknown,Kids,Unknown,,TV,26,"Apr 4, 2004 to Jul 18, 2004",Spring 2004,,,Unknown,Unknown,,PG - Children,11238,16067,,0,8,35,,45
29741,Shitamachi Alien PapiPipiPupi,Unknown,Sci-Fi,Unknown,,ONA,13,2005 to 2006,Unknown,,,Unknown,Unknown,,G - All Ages,12017,16254,,1,10,30,,28
29742,Butazuka,Unknown,Slice of Life,Unknown,,ONA,13,2005,Unknown,,,Unknown,Unknown,,PG - Children,13509,16212,,0,8,48,,28
29743,Buonomo,Unknown,Slice of Life,Unknown,,ONA,13,2005 to 2006,Unknown,,,Unknown,Unknown,,G - All Ages,13526,15621,,0,10,59,,31
29744,Seishun Midnight Runners: Shiosai,Unknown,Music,Unknown,,Music,1,2007,Unknown,,,Unknown,Music,,G - All Ages,11858,15034,,0,5,135,,24
29745,Korokoro Animal,Unknown,Kids,Unknown,,TV,60,"Mar 22, 2007 to Jul 27, 2007",Spring 2007,,,Unknown,Unknown,,PG - Children,15154,15992,,1,7,40,,42
29746,Kaden Manzai John TV Show!,Unknown,Comedy,Unknown,,TV,25,"Apr 6, 2008 to Aug 21, 2008",Spring 2008,,,Unknown,Unknown,,G - All Ages,14755,15613,,0,11,41,,50
29747,Warai no Show Gakkou,Unknown,"Kids, Comedy",Unknown,,TV,20,"Mar 30, 2009 to Mar 8, 2010",Spring 2009,,,Unknown,Original,,PG - Children,12800,15972,,0,9,37,,48
29748,Kabushiki Kaisha Zoo,Unknown,"Kids, Comedy",Unknown,,TV,12,"Jan 20, 2010 to Aug 30, 2010",Winter 2010,,,Unknown,Original,,PG - Children,14744,15673,,0,10,41,,46
29749,Convenience Store Senki Purin-tai,Unknown,Comedy,Unknown,,ONA,8,2008,Unknown,,,Unknown,Unknown,,G - All Ages,13703,15393,,0,7,76,,25
29750,AAA de Ikou!!: Yuuna & Akiko,Unknown,Comedy,Unknown,,OVA,1,24-Aug-07,Unknown,,,Unknown,Unknown,,G - All Ages,13191,13623,,2,20,94,,59
29751,Yurumi to Shimeru,Unknown,"Sci-Fi, Comedy",Unknown,,ONA,1,3-Apr-08,Unknown,,,Opera House,Web manga,,G - All Ages,13079,15199,,0,11,61,,36
29752,JU Chuuko Jidousha Hanbaishi x Peeping Life,Unknown,"Slice of Life, Comedy",Unknown,,ONA,2,"Sep 30, 2013 to Nov 10, 2014",Unknown,,,Unknown,Unknown,,G - All Ages,14718,13574,,0,14,128,,50
29755,Haikyuu!! Movie 1: Owari to Hajimari,7.93,"Comedy, Sports, Drama, School, Shounen",Unknown,,Movie,1,3-Jul-15,Unknown,,,Production I.G,Manga,,PG-13 - Teens 13 or older,642,2096,,139,1438,32510,,536
29756,Sinbad: Soratobu Hime to Himitsu no Shima,6.32,Adventure,Unknown,,Movie,1,4-Jul-15,Unknown,,,Nippon Animation,Original,,G - All Ages,6781,9168,,0,63,585,,55
29757,Mori no e,5.65,"Kids, Music",Unknown,,Music,1,27-Feb-11,Unknown,,,Unknown,Unknown,,G - All Ages,9309,12559,,1,10,319,,19
29758,Taboo Tattoo,5.79,"Action, Mystery, Comedy, Super Power, Supernatural, Martial Arts, Seinen",Taboo Tattoo,,TV,12,"Jul 5, 2016 to Sep 20, 2016",Summer 2016,,,J.C.Staff,Manga,,R - 17+ (violence & profanity),8860,679,,193,19168,115277,,29143
29759,Korokoro Animal 2,Unknown,Kids,Unknown,,TV,63,"Apr 7, 2014 to Mar 30, 2015",Spring 2014,,,Unknown,Unknown,,G - All Ages,15144,15903,,0,10,39,,47
29764,Blend,Unknown,"Music, Dementia",Unknown,,Movie,1,2009,Unknown,,,Unknown,Original,,G - All Ages,13456,12501,,1,20,155,,37
29765,Metropolis (2009),5.93,Unknown,Unknown,,Movie,1,2009,Unknown,,,Unknown,Unknown,,G - All Ages,8458,11210,,1,23,332,,25
29766,Playground,5.09,Dementia,Unknown,,Movie,1,2010,Unknown,,,Unknown,Original,,G - All Ages,10505,12090,,1,8,400,,22
29767,Minamo,Unknown,Unknown,Unknown,,Movie,1,2003,Unknown,,,Unknown,Unknown,,G - All Ages,15555,14364,,0,5,139,,20
29768,Fantastic Cell,4.82,Dementia,Unknown,,Movie,1,2003,Unknown,,,Unknown,Unknown,,G - All Ages,10752,11619,,0,6,482,,28
29770,Kikyuu,5.78,Music,Unknown,,Music,1,25-Sep-13,Unknown,,,Unknown,Unknown,,G - All Ages,8903,11877,,0,9,431,,16
29771,Recorder,5.14,"Dementia, Music",Unknown,,Movie,1,2006,Unknown,,,Unknown,Original,,G - All Ages,10412,11930,,0,9,428,,25
29772,Calm,5.69,"Dementia, Music",Unknown,,Movie,1,2007,Unknown,,,Unknown,Unknown,,G - All Ages,9175,9793,,3,19,1065,,29
29777,Baka Baka Baka na Sekai,4.29,"Military, Comedy, Dementia",Crazy World,,Movie,1,12-Oct-68,Unknown,,,Unknown,Original,,G - All Ages,10973,9762,,1,17,1091,,51
29778,Himitsu Spark,6.13,Music,Secret,,Music,1,19-Dec-14,Unknown,,,Unknown,Unknown,,G - All Ages,7679,10468,,0,11,851,,13
29780,Tokyo Fantasia,Unknown,"Dementia, Music",Unknown,,Movie,1,2005,Unknown,,,Unknown,Original,,G - All Ages,12524,13993,,0,12,141,,27
29782,Malay Oki Kaisen,5.45,"Historical, Military",The Battle of the Malay Sea,,Movie,1,26-Nov-43,Unknown,,,Unknown,Original,,G - All Ages,9814,13361,,1,13,175,,39
29785,Jitsu wa Watashi wa,6.91,"Comedy, Supernatural, Romance, Vampire, Fantasy, School, Shounen","Actually, I am...",,TV,13,"Jul 7, 2015 to Sep 29, 2015",Summer 2015,,,"TMS Entertainment, 3xCube",Manga,,PG-13 - Teens 13 or older,4004,761,,422,12230,125484,,9777
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7.33,"Comedy, Ecchi, School",SHIMONETA:A Boring World Where the Concept of Dirty Jokes Doesn't Exist,,TV,12,"Jul 4, 2015 to Sep 19, 2015",Summer 2015,,,J.C.Staff,Light novel,,R+ - Mild Nudity,2216,201,,3142,32748,383747,,20101
29787,Gochuumon wa Usagi Desu ka??,7.82,"Slice of Life, Comedy",Is the Order a Rabbit??,,TV,12,"Oct 10, 2015 to Dec 26, 2015",Fall 2015,,,"Kinema Citrus, White Fox",4-koma manga,,PG-13 - Teens 13 or older,790,1401,,794,5451,58148,,2284
29791,Are wa Dare?,5.48,Kids,Who's That?,,Movie,1,1976,Unknown,,,Unknown,Unknown,,G - All Ages,9713,13499,,0,8,169,,43
29792,Chiisana Itsutsu no Ohanashi,Unknown,Kids,Five Small Stories,,Movie,1,1974,Unknown,,,Unknown,Unknown,,G - All Ages,13616,14173,,0,5,148,,36
29793,Chikara Bashi,5.59,Kids,The Strong Bridge,,Movie,1,1976,Unknown,,,Unknown,Unknown,,G - All Ages,9438,13641,,0,5,174,,41
29795,Onigakure Yama no Soba no Hana,Unknown,"Kids, Demons, Historical",The Soba Flower of Mt. Oni,,Movie,1,1979,Unknown,,,Unknown,Original,,G - All Ages,11355,14716,,0,8,109,,36
29796,Oshizuka ni,Unknown,Kids,Unknown,,Movie,1,1980,Unknown,,,Unknown,Original,,G - All Ages,11405,14689,,1,8,125,,30
29797,Risu no Panache,Unknown,Kids,Panache the Squirrel,,Movie,1,1978,Unknown,,,Unknown,Original,,G - All Ages,11716,14866,,0,8,109,,33
29798,Sakura Yori Ai wo Nosete,Unknown,Kids,Unknown,,Movie,1,1976,Unknown,,,Unknown,Unknown,,G - All Ages,11797,14661,,0,5,133,,34
29799,Tabi wa Michizure Yo wa Nasake,Unknown,Kids,Unknown,,Movie,1,1973,Unknown,,,Unknown,Unknown,,G - All Ages,12315,14290,,0,5,143,,39
29800,Urameshi Denwa,Unknown,"Comedy, Kids",Unknown,,Movie,1,1975,Unknown,,,Unknown,Original,,G - All Ages,12731,14451,,0,7,135,,43
29801,The iDOLM@STER Million Live! 1st Anniversary PV,5.93,Drama,THE IDOLM@STER MILLION LIVE! 1st ANNIVERSARY PV,,Special,1,27-Feb-14,Unknown,,,A-1 Pictures,Game,,PG-13 - Teens 13 or older,8455,8068,,0,68,1281,,76
29803,Overlord,7.96,"Action, Adventure, Fantasy, Game, Magic, Supernatural",Overlord,,TV,13,"Jul 7, 2015 to Sep 29, 2015",Summer 2015,,,Madhouse,Light novel,,R - 17+ (violence & profanity),585,66,,18324,47550,794635,,26267
29807,Honoo no Haramase Paidol My★Star Gakuen Z The Animation,7.09,Hentai,Unknown,,OVA,1,24-Apr-15,Unknown,,,T-Rex,Visual novel,,Rx - Hentai,Unknown,5990,,48,633,3221,,220
29808,Namaiki: Kissuisou e Youkoso! The Animation,7.13,Hentai,Unknown,,OVA,1,24-Apr-15,Unknown,,,G-Lam,Visual novel,,Rx - Hentai,Unknown,4701,,79,1063,6383,,330
29809,3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation,6.93,Hentai,Unknown,,OVA,1,22-May-15,Unknown,,,Office Takeout,Visual novel,,Rx - Hentai,Unknown,4794,,86,821,6947,,340
29812,Yumemi Douji,Unknown,Drama,Unknown,,Movie,1,5-Apr-58,Unknown,,,Unknown,Original,,G - All Ages,13072,13566,,0,11,138,,50
29814,Ikiteirutte Subarashii!,Unknown,Kids,Unknown,,Movie,1,1972,Unknown,,,Toei Animation,Original,,G - All Ages,14585,14776,,0,10,104,,35
29820,Channel 5.5 4th Season,5.63,"Parody, Comedy",Unknown,,ONA,4,"Nov 16, 2014 to Dec 25, 2014",Unknown,,,DLE,Unknown,,PG-13 - Teens 13 or older,9336,12335,,0,20,172,,58
29821,Channel 5.5,5.62,"Parody, Comedy",Unknown,,ONA,4,"Jan 28, 2014 to Mar 10, 2014",Unknown,,,DLE,Unknown,,PG-13 - Teens 13 or older,9339,12144,,0,23,173,,59
29822,Channel 5.5 2nd Season,5.29,"Parody, Comedy",Unknown,,ONA,4,"Apr 14, 2014 to Jun 18, 2014",Unknown,,,DLE,Unknown,,PG-13 - Teens 13 or older,10163,11266,,0,27,282,,74
29823,Channel 5.5 3rd Season,5.79,"Parody, Comedy",Unknown,,ONA,4,"Jul 31, 2014 to Oct 10, 2014",Unknown,,,DLE,Unknown,,PG-13 - Teens 13 or older,8867,11247,,0,37,251,,63
29825,Onnanoko tte.,5.63,"Slice of Life, Comedy, Shoujo",Unknown,,Special,4,"Feb 5, 2015 to Feb 26, 2015",Unknown,,,Unknown,Manga,,G - All Ages,9336,13183,,0,15,151,,39
29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,7.77,"Comedy, Drama, Slice of Life",Unknown,,Movie,1,29-Aug-15,Unknown,,,TYO Animations,Original,,G - All Ages,876,5457,,9,281,3248,,118
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,7.8,"Comedy, Drama, Slice of Life",Unknown,,Movie,1,28-Nov-15,Unknown,,,TYO Animations,Original,,G - All Ages,820,5570,,8,239,3059,,105
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.1,"Comedy, Drama, Slice of Life",Unknown,,Movie,1,2-Apr-16,Unknown,,,TYO Animations,Original,,G - All Ages,407,5337,,49,333,3041,,149
29832,Panpaka Pants Movie: Bananan Oukoku no Hihou,Unknown,"Adventure, Kids",Unknown,,Movie,1,10-May-14,Unknown,,,DLE,Original,,G - All Ages,11480,14678,,1,11,67,,55
29833,Mochi Mochi no Ki,Unknown,Kids,The Tree of Courage,,Movie,1,1972,Unknown,,,Unknown,Other,,G - All Ages,15617,14291,,0,9,118,,35
29834,Moshidora Recap,5.94,"Drama, Sports",Unknown,,Special,1,16-Aug-11,Unknown,,,Production I.G,Unknown,,PG-13 - Teens 13 or older,8423,12000,,0,30,197,,57
29835,47 Todoufuken Specials,Unknown,"Kids, Comedy, Romance",Unknown,,Special,2,"Mar 20, 2012 to Jun 30, 2012",Unknown,,,Pollyanna Graphics,Unknown,,G - All Ages,13201,13854,,0,9,108,,62
29836,Akuei to Gacchinpo,Unknown,"Kids, Comedy",Unknown,,TV,13,"Oct 2, 2004 to Dec 25, 2004",Fall 2004,,,Unknown,Unknown,,PG-13 - Teens 13 or older,13244,14241,,0,9,93,,57
29837,"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice & Fiction",Unknown,"Police, Supernatural, Mystery",Ryoko's Case File Special,,Special,1,21-Jan-09,Unknown,,,Doga Kobo,Light novel,,PG-13 - Teens 13 or older,12921,11941,,0,35,174,,53
29842,Akuei to Gacchinpo The Movie: Chelsea no Gyakushuu/Akuei to Mahou no Hammer,Unknown,"Kids, Magic, Comedy",Unknown,,Movie,1,29-Apr-05,Unknown,,,Unknown,Unknown,,G - All Ages,13246,15280,,0,7,64,,48
29843,Akuei to Gacchinpo: Tenkomori,Unknown,"Kids, Comedy",Unknown,,TV,12,"Jan 7, 2005 to Mar 25, 2005",Winter 2005,,,Unknown,Unknown,,PG-13 - Teens 13 or older,13251,14458,,0,10,75,,60
29844,Nekoronde TV.,Unknown,Comedy,Unknown,,TV,12,2014,Unknown,,,Unknown,Unknown,,G - All Ages,11122,16199,,0,7,44,,36
29846,Omakase! Miracle Cat-dan,Unknown,"Comedy, Kids, Super Power",Unknown,,TV,32,"Mar 31, 2015 to Feb 23, 2016",Spring 2015,,,OLM Digital,Original,,G - All Ages,11338,12815,,0,22,55,,73
29850,AKB48 Stage Fighter,5.23,Action,Unknown,,Special,1,28-Oct-11,Unknown,,,Unknown,Game,,G - All Ages,10271,10861,,2,19,544,,34
29851,Nekoronde Mite ne.,Unknown,Comedy,Unknown,,ONA,14,"Nov 7, 2013 to Jun 9, 2014",Unknown,,,Unknown,Unknown,,G - All Ages,11129,15904,,0,8,59,,31
29852,Boku no Yayoi-san,6.26,Hentai,Unknown,,OVA,2,27-Feb-15,Unknown,,,Unknown,Manga,,Rx - Hentai,Unknown,6476,,26,555,2808,,257
29853,Girls & Panzer Heartful Tank Disc: Fushou Akiyama Yukari no Sensha Kouza,6.8,"Military, School",Unknown,,Special,2,25-Sep-13,Unknown,,,Unknown,Original,,PG-13 - Teens 13 or older,4433,7262,,4,139,1647,,114
29854,Ushio to Tora (TV),7.6,"Action, Adventure, Comedy, Demons, Shounen, Supernatural",Ushio and Tora,,TV,26,"Jul 3, 2015 to Dec 25, 2015",Summer 2015,,,"MAPPA, Studio VOLN",Manga,,PG-13 - Teens 13 or older,1269,831,,696,17131,98249,,12451
29855,Meiji Tokyo Renka Movie 1: Yumihari no Serenade,6.44,"Fantasy, Harem, Romance, Shoujo",Unknown,,Movie,1,18-Jul-15,Unknown,,,Studio Deen,Game,,PG-13 - Teens 13 or older,6228,4892,,32,532,844,,163
29856,Tetopettenson,5.2,"Music, Kids",Unknown,,Music,1,2-Oct-02,Unknown,,,Unknown,Music,,G - All Ages,10321,14735,,0,5,159,,20
29857,Fojiao Donghua: Dashi Zhi Pusa Nianfo Yuantong Zhang,Unknown,Drama,Maha-Stamaprapta Bodhisattva's Preachment on Being Mindful of the Buddha,,Special,1,2012,Unknown,,,Unknown,Unknown,,G - All Ages,13951,15154,,0,8,101,,27
29860,Channel 5.5 Prologue: Shin Bangumi Start!,Unknown,Comedy,Unknown,,ONA,1,2014,Unknown,,,DLE,Unknown,,PG-13 - Teens 13 or older,13581,13023,,0,14,141,,45
29861,Channel 5.5 3rd Season Prologue,Unknown,Comedy,Unknown,,ONA,1,"Jul, 2014",Unknown,,,DLE,Unknown,,PG-13 - Teens 13 or older,13562,12648,,0,18,156,,51
29862,Channel 5.5 4th Season Prologue,Unknown,Comedy,Unknown,,ONA,1,"Nov, 2014",Unknown,,,DLE,Unknown,,PG-13 - Teens 13 or older,13577,12693,,0,19,159,,45
29863,Anata wo Zutto Aishiteru,6.35,"Adventure, Kids, Fantasy",Unknown,,Movie,1,6-Jun-15,Unknown,,,Unknown,Picture book,,G - All Ages,6631,10242,,4,29,416,,58
29865,BAR Kiraware Yasai,5.07,Comedy,Unknown,,TV,13,"Apr 7, 2015 to Jun 30, 2015",Spring 2015,,,Gathering,4-koma manga,,G - All Ages,10507,8399,,2,213,740,,556
29867,Wasurerareta Ningyou,Unknown,Kids,Unknown,,Movie,1,1980,Unknown,,,Unknown,Original,,G - All Ages,12805,14416,,0,7,135,,41
29868,Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,6.69,"Kids, Magic, Fantasy, Shoujo",Unknown,,Movie,1,31-Oct-15,Unknown,,,Toei Animation,Original,,G - All Ages,4964,8036,,6,72,1593,,72
29870,Kagami,5.32,Romance,Unknown,,Movie,1,1960,Unknown,,,Unknown,Original,,G - All Ages,10085,13582,,0,7,171,,34
29871,Shinsei Kamattechan,4.63,"Music, Sci-Fi",Unknown,,Music,1,26-Aug-11,Unknown,,,Gainax,Original,,G - All Ages,10888,12277,,0,8,356,,26
29876,Chu Feng: B.E.E,5.91,"Action, Sci-Fi, Comedy, Romance, Fantasy, Mecha, School",School Shock,,ONA,6,"Jul 23, 2015 to Dec 17, 2015",Unknown,,,Haoliners Animation League,Manga,,R - 17+ (violence & profanity),8504,4093,,21,1844,4777,,1590
29886,Bogeul Bogeul Bomulseon,Unknown,"Adventure, Fantasy",Submarine Bubble Bubble,,Movie,1,25-Jul-07,Unknown,,,Unknown,Unknown,,PG-13 - Teens 13 or older,13460,14883,,0,12,49,,42
29888,Ooi! Hanimaru,Unknown,"Kids, Music",Unknown,,Music,1,Unknown,Unknown,,,Unknown,Music,,G - All Ages,11350,14888,,0,5,135,,28
29889,Akuei to Gacchinpo: Tenkomori - Maboroshi no Omake Episode,Unknown,Comedy,Unknown,,Special,1,27-Jul-05,Unknown,,,Unknown,Unknown,,G - All Ages,13252,15389,,0,5,68,,46
29893,Aria the Avvenire,7.94,"Sci-Fi, Slice of Life, Fantasy, Shounen",Aria the Avvenire,,Special,3,26-Sep-15,Unknown,,,TYO Animations,Manga,,G - All Ages,610,3585,,95,915,10040,,290
29895,Muku no Ki no Hanashi,Unknown,Kids,Unknown,,Movie,1,25-Sep-47,Unknown,,,Unknown,Original,,G - All Ages,15698,13833,,2,9,149,,44
29897,Beer Mukashi Mukashi,5.49,Historical,Unknown,,Movie,1,1956,Unknown,,,Unknown,Original,,G - All Ages,9714,13480,,0,5,195,,38
29898,Plus 50000-nen,Unknown,Sci-Fi,Unknown,,Movie,1,1961,Unknown,,,Unknown,Original,,G - All Ages,11576,14533,,0,8,123,,31
29900,Nobara,Unknown,Drama,Unknown,,Movie,1,1976,Unknown,,,Unknown,Original,,G - All Ages,11183,15030,,0,13,96,,36
29901,Sore Ike! Anpanman: Mija to Mahou no Lamp,Unknown,"Comedy, Kids, Fantasy",Unknown,,Movie,1,4-Jul-15,Unknown,,,TMS Entertainment,Original,,PG - Children,12173,14767,,0,10,62,,53
29902,A Play,4.68,"Music, Dementia",Unknown,,Music,1,2011,Unknown,,,TYMOTE,Original,,G - All Ages,10848,11855,,0,15,420,,44
29904,Yellow,5.14,Psychological,Unknown,,Movie,1,2003,Unknown,,,Unknown,Original,,G - All Ages,10413,12484,,1,7,294,,30
29905,"Yasashii Fue, Tori, Ishi",4.66,Dementia,"Gentle Whistle, Bird and Stone",,Movie,1,2005,Unknown,,,Unknown,Original,,G - All Ages,10845,12394,,2,10,339,,30
29906,Kakari,4.67,Psychological,A Clerk in Charge,,Movie,1,2004,Unknown,,,Unknown,Original,,PG-13 - Teens 13 or older,10858,12717,,1,5,296,,22
29907,Fue,4.4,Dementia,A Whistle,,Movie,1,2002,Unknown,,,Unknown,Other,,PG - Children,10929,12004,,0,5,381,,24
29908,Kodomo no Kaitei no Koto,4.36,Psychological,The Thing of Rotation for a Child,,Movie,1,2004,Unknown,,,Unknown,Original,,G - All Ages,10943,12467,,0,6,326,,25
29910,Qin Shi Ming Yue 3D: Dianying Longteng Wanli,6.38,"Action, Historical, Martial Arts, Fantasy",The Legend of Qin,,Movie,1,8-Aug-14,Unknown,,,Sparkly Key Animation Studio,Novel,,PG-13 - Teens 13 or older,6488,10681,,2,65,205,,74
29915,Junai Maniac,6.45,Hentai,Pure Love Maniac,,OVA,2,"Apr 17, 2015 to Jul 17, 2015",Unknown,,,Unknown,Manga,,Rx - Hentai,Unknown,6904,,12,447,2175,,197
29916,Kedamono-tachi no Sumu Ie de,6.3,Hentai,Unknown,,OVA,2,"Apr 24, 2015 to Nov 20, 2015",Unknown,,,Media Bank,Visual novel,,Rx - Hentai,Unknown,6288,,52,666,2878,,272
29917,Uriko-hime to Amanojaku,Unknown,Demons,Unknown,,Movie,1,1956,Unknown,,,Unknown,Original,,G - All Ages,12732,14245,,0,7,132,,45
29918,Go-hiki no Kozaru-tachi,Unknown,Demons,Unknown,,Movie,1,1956,Unknown,,,Unknown,Original,,G - All Ages,14143,14363,,0,7,128,,35
29919,Fushigi na Taiko,Unknown,Kids,Unknown,,Movie,1,20-Aug-57,Unknown,,,Unknown,Other,,G - All Ages,14007,13498,,0,6,153,,48
